web-scraper-order,web-scraper-start-url,links,links-href,price,adresse,image-link-src,marque
"1738685649-34","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location véhicule + chauffeur","https://www.dakarvente.com/annonce-10977-location-vhicule-chauffeur.html","30.000  FCFA","Offre d'un particulier à Castors","media/annonces/pics/c85b445746abba358fa397ad3bbdde95.jpg","Location véhicule + chauffeur

Essence automatique"
"1738685659-35","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location véhicule + chauffeur","https://www.dakarvente.com/annonce-10997-location-vhicule-chauffeur.html","30.000  FCFA","Offre d'un particulier à Castors","media/annonces/pics/50b558537b42d2d0b28e38ae40269c34.jpg","Location véhicule + chauffeur si vous le souhaitez.

Essence automatique"
"1738685670-36","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location minibus Toyota Hiace 14 places","https://www.dakarvente.com/annonce-11119-location-minibus-toyota-hiace-14-places.html","50.000  FCFA","Offre d'un particulier à Yoff","media/annonces/pics/b07d34237b2718ac1eb59ab80101e1a9.jpg","Nous mettons en location des bus et minibus 14 et 12 places en location avec chauffeur professionnel pour vos déplacements à l’aéroport et partout au Sénégal . Svp veiller nous contacter pour plus de renseignements sur nos tarifs et conditions."
"1738685679-37","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","location de voitures","https://www.dakarvente.com/annonce-11781-location-de-voitures.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/16f99acb79687cd246852ada73ba4923.jpg","Location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix ..."
"1738685685-38","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de voiture avec chauffeur","https://www.dakarvente.com/annonce-11866-location-de-voiture-avec-chauffeur.html","20.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/5b40864ad382a50047d99be0f0f4e422.jpg","Bonjour! 

Nous vous offrons un service de Location de voiture avec chauffeur professionnel pour vos deplacements, ceremonies, navette Dkr-Aibd-Dkr."
"1738685693-39","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location & vente de voiture","https://www.dakarvente.com/annonce-11923-location-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/ab9bad02ee17f90c58479e4407eef6fc.jpg","Location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix ..."
"1738685707-40","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Ventes et locations de véhicules","https://www.dakarvente.com/annonce-12274-ventes-et-locations-de-vhicules.html","350.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/8834dcd95bb8e252ab1bbb11a0cd3287.jpeg","Salam nous mettons en locations des véhicules a tous vos goûts de marques (508 , Renault Duster )française comme américaine (Ford, Hyundai..)"
"1738685721-41","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de voitures","https://www.dakarvente.com/annonce-12327-location-de-voitures.html","22.500  FCFA","Offre d'un particulier à Grand Yoff","media/annonces/pics/e9abc0214190f1882243bcf619d249af.jpeg","Location de tous genres de voitures en longue durée LLD de berline suv 4x4 pick up et tout autres genres, avec ou sans chauffeur, possibilités de réduction pour longue durée. véhicules climatisées et confort garantie. contactez nous pour plus de renseignements tarification mensuelle trimestrielle ou annuelle disponible tarif variable selon la durée celui ci est à titre indicatif

joignable aussi par whatsapp"
"1738685729-42","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location et vente de voiture","https://www.dakarvente.com/annonce-12439-location-et-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/b40fa52e9a95b4b426399b8e9f4bd278.jpg","Location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix ."
"1738685737-43","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de voiture","https://www.dakarvente.com/annonce-12500-location-de-voiture.html","35.000  FCFA","Offre d'un particulier à Nord Foire","media/annonces/pics/c38aa787916e6cf5023248a00faac531.jpeg","location de voiture Hyundai Santa Fe  Essence  v4 très peu de consommation"
"1738685746-44","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location Mercedes ML350 CDI 4Matic","https://www.dakarvente.com/annonce-12777-location-mercedes-ml350-cdi-4matic.html","45.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/6c487fbd19015c29fd7dc9af436e9946.jpg","Tarifs location :



MB ML350 CDI Sport



Minimum 3 jours



Journée : 45.000f



Forfait week-end : 125.000f



Forfait semaine : 280.000f



Forfait mois : 1.050.000f



Age minimum 25 ans 

2 ans de permis minimum"
"1738685755-45","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location/vente de voiture","https://www.dakarvente.com/annonce-12892-location-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/afc2f5f630d7aa7adb7824ace4603726.jpg","Location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix.contact:33 824 02 43/771339733"
"1738685763-46","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location/vente de voiture","https://www.dakarvente.com/annonce-12989-location-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/816710e747108aa81c42cffc1b8161ef.jpg","location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix.contact:33 824 02 43/771339733"
"1738685774-47","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location Ford Fusion SE Toutes options","https://www.dakarvente.com/annonce-13090-location-ford-fusion-se-toutes-options.html","22.500  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/8ae384b19b1e037cc594452892e37498.jpg","Tarifs location :



A partir de 22.500f / jour pour 1 mois



Ford Fusion 



Minimum 3 jours



Journée : 35.000f

Forfait week-end : 100.000f

Forfait semaine : 200.000f

Forfait mois : 675.000f





Age minimum 25 ans 

2 ans de permis minimum"
"1738685779-48","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location et vente de voiture","https://www.dakarvente.com/annonce-13160-location-et-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/7dac82bf86429a41dce3e23e4d16b317.jpg","Location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix ..."
"1738685784-49","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de voitures","https://www.dakarvente.com/annonce-13249-location-de-voitures.html","22.500  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/5447bed7d0a89649731400f224443f4f.jpeg","Location de tous genres de voitures en longue durée LLD de berline suv 4x4 pick up et tout autres genres, avec ou sans chauffeur, possibilités de réduction pour longue durée. véhicules climatisées et confort garantie. contactez nous pour plus de renseignements tarification mensuelle trimestrielle ou annuelle disponible tarif variable selon la durée celui ci est à titre indicatif

Durée minimale 03 jours 

Sauf transfert avec chauffeur

joignable aussi par whatsapp"
"1738685791-50","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location et vente de voiture","https://www.dakarvente.com/annonce-13250-location-et-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/9adccb424c8f69811c4487dd6631a09c.jpg","Location et vente de voiture chez taif automobile 

nous avons plusieurs marques différentes des voitures de luxe très confortable.pour la location a nous couvrons inversement de dakar à diass à de très  bons prix.contact"
"1738685799-51","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location et vente de voiture","https://www.dakarvente.com/annonce-13776-location-et-vente-de-voiture.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/6721dc3594bb10bfba8474d4c58a04af.jpg","Location et vente de voiture plusieurs marques différentes des voitures de luxe très confortable la location a nous couvrons inversement très  bons prix - dakar à diass."
"1738685806-52","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location et Vente de voitures","https://www.dakarvente.com/annonce-13825-location-et-vente-de-voitures.html","1  FCFA","Offre d'un particulier à Point E","media/annonces/pics/c3f2fd7d2368fc120ffa8419c671338d.jpg","Location et vente de voiture plusieurs marques différentes des voitures de luxe très confortable la location a nous couvrons inversement très  bons prix - dakar à diass."
"1738685820-53","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de voiture avec ou sans chauffeur","https://www.dakarvente.com/annonce-14292-location-de-voiture-avec-ou-sans-chauffeur.html","20.000  FCFA","Offre d'un particulier à Thiès","media/annonces/pics/796144b9d8cebe872d29e52ae5f8fe7d.jpg","Plusieurs véhicules à louer FORD, BMW NISSAN.

Manuelle ou Automatique

Avec ou sans chauffeur



Véhicules propres et fonctionnels venant du Canada



Véhicules mis à votre disposition à partir de 20 000CFA par jour.



Rouler en tout confort et sécurité avec une de nos voitures!



Toutes climatisées et à faible consommation d'essence



Apellez ou textes pour une reservation rapide 24hres sur 24H du lundi au dimanche!"
"1738685826-54","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location voiture Ford Escape 2011","https://www.dakarvente.com/annonce-14556-location-voiture-ford-escape-2011.html","40.000  FCFA","Offre d'un particulier à Ouakam","media/annonces/pics/ef0ec254b16b01753ea4422825cf52db.jpeg","Location de voiture Ford Escape 2011 essence. 

Possibilité de location avec un chauffeur qualifié qui maîtrise bien l’itinéraire de la ville de Dakar et de l'étendue du territoire sénégalais."
"1738685833-55","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","AUTO-ECOLE","https://www.dakarvente.com/annonce-14729-auto-ecole.html","1  FCFA","Offre d'un professionnel à Point E","media/annonces/pics/b86b2ab5a68c0c8f384ffec283ec4c14.jpeg","Taif auto-école vient mettre fin  vos soucies pour avoir un permis de conduire toutes catégories comprises a des prix abordables"
"1738685839-56","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Auto-école","https://www.dakarvente.com/annonce-14783-auto-cole.html","1  FCFA","Offre d'un professionnel à Point E","media/annonces/pics/7ee6366d1c989cfabb720c081ddc4458.jpeg","Taif auto-école vient mettre fin  vos soucies pour avoir un permis de conduire toutes catégories comprises a des prix abordables"
"1738685844-57","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Auto-école","https://www.dakarvente.com/annonce-14835-auto-cole.html","1  FCFA","Offre d'un professionnel à Point E","media/annonces/pics/fe0d66dcbf20e539b5e92cf90f18acf4.jpeg","Taif auto-école vient mettre fin  vos soucies pour avoir un permis de conduire toutes catégories comprises a des prix abordables"
"1738685850-58","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Hyundai Santa Fe 2015 7 Places","https://www.dakarvente.com/annonce-15092-hyundai-santa-fe-2015-7-places.html","50.000  FCFA","Offre d'un particulier à Plateau","media/annonces/pics/435e8567799ae4679a5bf8669316f727.jpeg","Hundai Santa Fe 7 places Full options à louer par jour"
"1738685858-59","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Kia Sorento à louer","https://www.dakarvente.com/annonce-16693-kia-sorento-louer.html","35.000  FCFA","Offre d'un particulier à Sicap liberté","media/annonces/pics/5fe2c39df0696bf785bca141064e934e.jpeg","Kia Sorento en très bon état, elle n’attends que vous!"
"1738685865-60","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de véhicule","https://www.dakarvente.com/annonce-16867-location-de-vhicule.html","40.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/bca0d8e1a27852ee316fa7ec2e0a419b.jpg","Bonjour je loue une voiture 4X4 automatique Toyota RAV4 version américaine."
"1738685870-61","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=4","Location de voiture","https://www.dakarvente.com/annonce-18318-location-de-voiture.html","15.000  FCFA","Offre d'un particulier à Saly","media/annonces/pics/59d2477813b328cea3dbb7180a43673b.jpg","Location voiture court ou long terme à petit prix à partir de 15.000FCFA /jour

Adresse: Saly Carrefour, Mbour, Sénégal"
"1738685905-62","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Peugeot Partenaire","https://www.dakarvente.com/annonce-19144-location-peugeot-partenaire.html","25.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/dc77f6009bad26e44286410abce2d895.jpg","Location longue durée d'une Peugeot Partenaire à Dakar"
"1738685912-63","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Pick up Mitsubishi","https://www.dakarvente.com/annonce-19234-location-pick-up-mitsubishi.html","40.000  FCFA","Offre d'un particulier à Bene Tally","media/annonces/pics/1818d97b6962c74c4eaaddf709eb861b.jpg","Location d'un pick up Mitsubishi L200 double cabine."
"1738685919-64","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Ford focus","https://www.dakarvente.com/annonce-19395-location-ford-focus.html","30.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/c493dd93c7f53a76e2a3e56bad829219.jpg","Ford Focus en location à Dakar et dans les Régions intérieur cuir caméra recul toit ouvrant Prix 30.000 Dakar 40.000 dans les régions"
"1738685926-65","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","LOCATION HYUNDAI ELANTRA","https://www.dakarvente.com/annonce-19396-location-hyundai-elantra.html","30.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/50d2bee78f4c77d36a04517dc80219cc.jpg","Elantra en location à Dakar et dans les Régions intérieur tissu  toit ouvrant Prix 30.000 Dakar 40.000 dans les régions"
"1738685940-66","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location et vente","https://www.dakarvente.com/annonce-19701-location-et-vente.html","35.000  FCFA","Offre d'un particulier à Médina","media/annonces/pics/7ba627de8acfe9e8fad90f411e8ed774.jpeg","Ford Edge 4x4                     50.000

Ford Taurus                         40.000

Chevrolet Equinox 4x4      40.000

Ford Focus                          30.000



Tous des véhicules américains très solides et confortables, d’essence automatiques climatisées.



Toutes les voitures sont mutées récemment avec les nouvelles plaques d’immatriculation récentes.



NB: RÉDUCTION À PARTIR D'UN LONG SÉJOUR."
