page-link,marque,price,adresse,image-link,devise
https://www.dakarvente.com/annonce-10068-vente-ford-focus-titanium-2014-venant.html,782718278 ou 764823888,5200000.0,Fass,media/annonces/pics/b24f7ed0182257052e1463a0002b8b2e.jpeg,FCFA
https://www.dakarvente.com/annonce-10072-vente-taxi-peugeot-405.html,782718278 ou 764823888,2200000.0,Derklé,,FCFA
https://www.dakarvente.com/annonce-10085-ford-fusion.html,Fort fusion essence automatique,3700000.0,Tally,media/annonces/pics/2c1dc69ff5325b01a6925e57c9fa0c8c.jpg,FCFA
https://www.dakarvente.com/annonce-10086-hyundai-elantra.html,Hyundai elantra essence automatique,4200000.0,Massar,media/annonces/pics/91ad9549c448256ee22cbe8e8796d350.jpg,FCFA
https://www.dakarvente.com/annonce-10088-hyundai-terecan.html,Hyundai terecan diesel manuel 5place,2300000.0,Louis,img/nophoto.png,FCFA
https://www.dakarvente.com/annonce-10116-wanter-chevrolet-spark-2012.html,Chevrolet Spark 2012,2200000.0,Foire,media/annonces/pics/6ff969949682b23073ab2a056ca24c66.jpeg,FCFA
https://www.dakarvente.com/annonce-10120-wanter-peugeot-407.html,Vente Peugeot 407,2100000.0,Amitié,media/annonces/pics/4360bddc90457b6458d1c43491b9cf9a.jpeg,FCFA
https://www.dakarvente.com/annonce-10121-wanter-dacia-duster-venant.html,"DACIA DUSTER 2012

Manuelle diesel

Intérieur cuire 

100.000km

Venant déjà dédouanée

A 4.950.000 FCFA",4950000.0,Tally,media/annonces/pics/6bc357ec1f953da9d0dedb5d08551404.jpeg,FCFA
https://www.dakarvente.com/annonce-10144-wanter-peugeot-307.html,Wanter 307 diesel manuel tres propre rien a signaler. Seulement peinture a refaire,1650000.0,Massar,media/annonces/pics/65bc4dbe07bc609582138d8dd07c1d02.jpeg,FCFA
https://www.dakarvente.com/annonce-10146-wanter-kia-crdi.html,782718278 ou 764823888,2600000.0,Massar,media/annonces/pics/5ae0dc5d2c6b14f978e77f5bde818837.jpeg,FCFA
https://www.dakarvente.com/annonce-10152-hyundai-accent.html,"Hyundai accent en très bon état crdi 4,5L/100 très faible consommation gasoil manuel ( Prix à débattre )",2500000.0,Coeur,media/annonces/pics/41c0df7535ffe89b1d82c9b7ffe1c753.jpg,FCFA
https://www.dakarvente.com/annonce-10154-renault-19.html,Renault 19 a vendre papier complet,1500000.0,avion,media/annonces/pics/b15424d6aa0b5d3f75f08e2af5dbf00c.jpg,FCFA
https://www.dakarvente.com/annonce-10164-vente-bmw-x6-2012-pack-m.html,"BMW X6 venant

Essence Automatique v6 

2012 pack M

Full option

Climatisation 

Commande au volant

Aux / USB / Phone connect 

Intérieur cuir 

Toit ouvrant 

Grand écran 

Caméra et radar de recul 

Let’s go

Caméra 360

Sport mode 

Système contrôle de traction 

Prix 17.500.000 fcfa",17500000.0,6,media/annonces/pics/778f8061d9294cffcb2ea643878ecd6d.jpeg,FCFA
https://www.dakarvente.com/annonce-10165-wanter-citroen-c4-2010.html,"2.150.000f

Contact Appel ou Whatsapp",2150000.0,Biscuiterie,media/annonces/pics/f92e7f238fb338cad9aec1c22894debf.jpeg,FCFA
https://www.dakarvente.com/annonce-10166-wanter-307-break-7places.html,2.600.000fr,2600000.0,Mbour,media/annonces/pics/41604c2a059f28220164ae3681eea7ae.jpeg,FCFA
https://www.dakarvente.com/annonce-10192-wanter-taxi-bagages.html,2.800.000 frcs,2800000.0,Massar,media/annonces/pics/25ea48534ff64bb0442573ecb5060840.jpeg,FCFA
https://www.dakarvente.com/annonce-10205-je-propose-en-voiture-vendre-190.html,Je propose une voiture à vendre très bon état général Mercedes 190 tout neuf plus de informations merci de me contacter 774965027,2450000.0,Mbao,media/annonces/pics/4fbf4403edb26c9528b52e9c84d05f65.jpg,FCFA
https://www.dakarvente.com/annonce-10206-190-vendre-mercedes.html,Je propose une voiture à vendre très bon état général Mercedes 190 plus de informations merci de me contacter pat téléphone ou à l'adresse mboupziz43@gmail.com,2450000.0,Mbao,media/annonces/pics/781d24661a9221c955ee9b90f482583c.jpg,FCFA
https://www.dakarvente.com/annonce-10208-wanter-ford-explorer-xlt.html,2.300.000,2300000.0,Massar,media/annonces/pics/3f7d4e65d52b13cc92acd8730272c9de.jpeg,FCFA
https://www.dakarvente.com/annonce-10209-location-citroen-c4.html,"Belle Citroen C4 gasoil manuel a Louer a partir de 3jours a 25.000f par Jour.

Contact Appel ou Whatsapp",25000.0,Massar,media/annonces/pics/ff93f19463fe5a4a8c46fc0649b965d5.jpeg,FCFA
https://www.dakarvente.com/annonce-10210-wanter-toyota-prado-vx-2016.html,27.000 000 FCFA TTC,27000000.0,Dakar,media/annonces/pics/4537bd9ba9586820a52d5dd2e8330f1b.jpeg,FCFA
https://www.dakarvente.com/annonce-10212-vente.html,Je bazarde l moto pour une prix abordable liberty sh 150 injection tout impeccable avec cmc assurance 1 année besoin d'argent,7291657.842978123,Rufisque,img/nophoto.png,INCONNU!
https://www.dakarvente.com/annonce-10213-wanter-golf-2.html,"1.300.000fr

Contact Appel ou Whatsapp",1300000.0,Mbour,media/annonces/pics/fc0d2833f762cd2aa30ed498735b891d.jpeg,FCFA
https://www.dakarvente.com/annonce-10214-wanter-ford-escape-2010.html,"3.800.000 last

Contact Appel ou Whatsapp",3800000.0,Fass,media/annonces/pics/50dc4daa90347fd3adee51d2ce6567b9.jpeg,FCFA
https://www.dakarvente.com/annonce-10234-wanter-suzuki-trooper-4x4.html,"2.650.000

Contact Appel ou Whatsapp",2650000.0,Fass,media/annonces/pics/1948bd25a0915d80ebee5972eb9d9b59.jpeg,FCFA
https://www.dakarvente.com/annonce-10235-wanter-hyundai-santafe-2009.html,"3.500.000f

Contact Appel ou Whatsapp",3500000.0,Médina,media/annonces/pics/dd6123691e465d28509083b6d72ddfde.jpeg,FCFA
https://www.dakarvente.com/annonce-10236-wanter-toyota-corolla-2008.html,"3.200.000 fcfa

Contact Appel ou Whatsapp",3200000.0,Yoff,media/annonces/pics/803791557816112930632461221f8b1c.jpeg,FCFA
https://www.dakarvente.com/annonce-10249-vente-kia-soul-2010.html,"A Vendre Kia Soul 2010 Essence Automatique Climatisée 65000 Km en Bon état.

Prix intéressant !!!!",4000000.0,Plateau,media/annonces/pics/319c5658f4ca86dddd7adb29eebd5e6f.jpg,FCFA
https://www.dakarvente.com/annonce-10250-a-vendre-hyundai-santa-fe-2007.html,"A vendre Hyundai Santa Fe 2007 Essence Automatique Climatisée 108000 miles en Bon état.

Prix Intérressant et Légèrement Négociable !!!!",4000000.0,Plateau,media/annonces/pics/c495d10bac8d95f5536d1e3eb1b80a6e.jpg,FCFA
https://www.dakarvente.com/annonce-10252-wanter-hyundai-ix35-2013.html,5.450.000,5450000.0,Dakar,media/annonces/pics/e8c7be5c965428c3b3e2867419ba8d10.jpeg,FCFA
https://www.dakarvente.com/annonce-10254-wanter-peugeot-207-2008.html,"PEUGEOT 207

ANNÉE 2008

AUTOMATIQUE ESSENCE 

130.000KM

PROPRE ET NICKEL 



PRIX 2.400.000 LAST

Contact Appel ou Whatsapp",2400000.0,Médina,media/annonces/pics/ae6a154540aa7c4fed2eaab47034bc4b.jpeg,FCFA
https://www.dakarvente.com/annonce-10260-wanter-peugeot-407.html,"Wanter mou gaw!!

PEUGEOT 407

Années 2007",2400000.0,Biscuiterie,media/annonces/pics/51ddba5713849f4331cd7f00d1c65393.jpeg,FCFA
https://www.dakarvente.com/annonce-10284-wanter-hyundai-santafe-2009.html,"Wanter Wanter Hyundai Santafe 2009 essence automatique full options avec salon en cuire et defense de sécurité très robuste proche du neuf utilisé par une femme bénéficiant d'un entretien régulier depuis son arrivée.

Prix fou mais fixe de 3.150.000 fcfa non négociable..amoul wakhalé. Visible à foire le samedi à 16h00 Proprieraire Direct.

Contact Appel ou Whatsapp",3150000.0,Foire,media/annonces/pics/79601812b5d48802a8ce07a7ca94cdc3.jpeg,FCFA
https://www.dakarvente.com/annonce-10285-wanter-peugeot-207-2010.html,"2.400.000f

Contact Appel ou Whatsapp",2400000.0,Colobane,media/annonces/pics/b17d3f5c2fe393f4d90e467443a43b20.jpeg,FCFA
https://www.dakarvente.com/annonce-10317-wanter-mitsubishi-pajero.html,782718278 ou 764823888,3300000.0,Fass,media/annonces/pics/cbfb7f42020c3692a29e56f509f9ac96.jpeg,FCFA
https://www.dakarvente.com/annonce-10318-wanter-ford-escape-2013.html,*782718278 ou 764823888*,5700000.0,Fass,media/annonces/pics/10418ac7d95ef0d0fe3b1ce17955920d.jpeg,FCFA
https://www.dakarvente.com/annonce-10319-wanter-renault-modus-2008.html,782718278 ou 764823888,1950000.0,Fass,media/annonces/pics/f014147bcc99019deb5209108e3b408f.jpeg,FCFA
https://www.dakarvente.com/annonce-10323-wanter-toyota-rav4-2010.html,782718278 ou 764823888,4800000.0,Fass,media/annonces/pics/42df1340a6c1aed381db906feba15632.jpeg,FCFA
https://www.dakarvente.com/annonce-10324-wanter-peugeot-3008-2011.html,782718278 ou 764823888,3850000.0,Dakar,,FCFA
https://www.dakarvente.com/annonce-10333-nissan-sentra.html,"Nissan sentra 2009 en très bon etat.

Essence automatique 

4 cylindre,climatisé 

Camera de recul",2900000.0,assainies,,FCFA
https://www.dakarvente.com/annonce-10335-wanter-bmw-x1-2011.html,6 millions,6000000.0,Massar,media/annonces/pics/de1db509ca8ee1312f3cecfb287a09de.jpeg,FCFA
https://www.dakarvente.com/annonce-10368-ford-transit-9-place.html,"ford transit très propre intérieur et extérieur, année 2011, 9 place, compartiment a bagages tres tres grand( vous pouvez mettre 3 place supplementaire et avoir encore de le espace pour le bagages ), gasoil, venu de l’europe, jamais conduit au senegal, déjà dédouanée, carte grise, controlle tecnique deja fait, seulment 144.000 km, clim, air bags, lecteur radio, cd, vitres électriques, clè avec telecomande… un bijou pour le trasport!",9000000.0,Mbour,media/annonces/pics/7e3982ceeb95b947528ece46bfec47a1.jpeg,FCFA
https://www.dakarvente.com/annonce-10370-ford-transit-9-places.html,"ford transit très propre intérieur et extérieur, année 2011, 9 place, compartiment a bagages tres tres grand( vous pouvez mettre 3 place supplementaire et avoir encore de le espace pour le bagages ), gasoil, venu de l’europe, jamais conduit au senegal, déjà dédouanée, carte grise, controlle tecnique deja fait, seulment 172.000 km, clim, air bags, lecteur radio, cd, vitres électriques, clè avec telecomande… un bijou pour le trasport! 783002653",9000000.0,Mbour,media/annonces/pics/a9f69c7afdd09cef3e1064517c3c8336.jpeg,FCFA
https://www.dakarvente.com/annonce-10379-wanter-camion-renault-premium-2012.html,782718278 ou 764823888,9700000.0,Fass,media/annonces/pics/c197982e12a1397f1f3bda8ffc0b2a77.jpeg,FCFA
https://www.dakarvente.com/annonce-10386-wanter-nissan-murano-2010.html,782718278 ou 764823888,3200000.0,Biscuiterie,media/annonces/pics/394621b2b4c98e7ffadd4b25df0409a6.jpeg,FCFA
https://www.dakarvente.com/annonce-10400-voiture-vendre.html,"essence

110.000km",4300000.0,6,media/annonces/pics/1963f9518038b74bdb1dc03b99e017d2.jpg,FCFA
https://www.dakarvente.com/annonce-10427-toyota-rav4-2006-boite-automatique-version-amricaine-en-bon-tat.html,"Toyota RAV4 2006 boite automatique version américaine en bon état. 

Kilométrage à 97868 Miles (157503 km).",4500000.0,Massar,media/annonces/pics/ccd8378d2c5e87194db792d3f59f015e.jpg,FCFA
https://www.dakarvente.com/annonce-10428-ford-exploreur-limited-full-option-2013.html,"Bonjour je vend ce magnifique ford ford exploreur limited FULL OPTION de 2013 nickel viens d'arrivée déjà dédouané

me contacté pour plus de detail sur wathsapp",14500000.0,Dakar,media/annonces/pics/0bf39a993a78cce92bbd3f5697906589.jpg,FCFA
https://www.dakarvente.com/annonce-10429-wanter-peugeot-307-type2.html,2.200.000f,2200000.0,Plateau,media/annonces/pics/621a8deb79a8b519dc3c8b05083ff0f4.jpeg,FCFA
https://www.dakarvente.com/annonce-10432-wanter-ford-mondeo-2009.html,2.950.000,2950000.0,Yoff,media/annonces/pics/1e37d02bffe4dd3a1b6d433eca3dd23d.jpeg,FCFA
https://www.dakarvente.com/annonce-10433-wanter-toyota-corolla-2010.html,"Toyota corolla 

Diesel 

Manuel 

Année 2010

Très propre 

Prix 2.950.000",2950000.0,Guédiawaye,media/annonces/pics/457d33e060d9a5d28df15bcc078f24bd.jpeg,FCFA
https://www.dakarvente.com/annonce-10468-wanter-r19.html,1.750.000 francs,1750000.0,Guédiawaye,media/annonces/pics/412412ff2aa0035d0446a1ddfc764a8f.jpeg,FCFA
https://www.dakarvente.com/annonce-10469-wanter-range-rover-evoque-2015.html,8.600.000 FCFA,8600000.0,Dakar,media/annonces/pics/6231934f5fc3c3e0c5c646939e9a3780.jpeg,FCFA
https://www.dakarvente.com/annonce-10470-wanter-nissan-altima-2010.html,2.750.000 LAST,2750000.0,Castors,media/annonces/pics/1f39dbc3411471050c055cf19958b542.jpeg,FCFA
https://www.dakarvente.com/annonce-10479-vlo-quasi-neuf.html,Un VTT en très bonne état !,75000.0,Dakar,media/annonces/pics/58fd3d43904c96bac3e68a278877a5f2.jpeg,FCFA
https://www.dakarvente.com/annonce-10488-citron.html,Citroën C4 2012 diesel manuel climatisé à vendre très bonne état rien n'a signalé,2900000.0,Guédiawaye,media/annonces/pics/d7cd8d125508f49a6e9ca43d12dd98d5.jpg,FCFA
https://www.dakarvente.com/annonce-10511-peugeot-308cc-dcapotable.html,À négocier au 781664564,6300000.0,Fann,media/annonces/pics/ba5f340f72afe673ef17f3142840f78b.jpg,FCFA
https://www.dakarvente.com/annonce-10512-wanter-nissan-altima-2012.html,2.850.000,2850000.0,Fass,media/annonces/pics/8323c2e37c4056c790910b0a9ebe7976.jpeg,FCFA
https://www.dakarvente.com/annonce-10513-wanter-toyota-auris-2011-hybride.html,4.800.000 fcfa,4800000.0,Fass,media/annonces/pics/b6bd6a0b785a4064c0af325c4b0700eb.jpeg,FCFA
https://www.dakarvente.com/annonce-10551-wanter-mazda-3-2008.html,782718278 ou 764823888,1900000.0,Médina,media/annonces/pics/2da65e1d32a4a338b18b6b5373c76120.jpeg,FCFA
https://www.dakarvente.com/annonce-10552-wanter-citroen-ds3.html,782718278 ou 764823888,4850000.0,Castors,media/annonces/pics/abe22c418c44bfab17e760bbe38c7f86.jpeg,FCFA
https://www.dakarvente.com/annonce-10553-wanter-volkswagen-2013.html,782718278 ou 764823888,2950000.0,Dakar,media/annonces/pics/d61ba0026568b825de37ec884532079d.jpeg,FCFA
https://www.dakarvente.com/annonce-10567-location-de-voiture.html,"Location vente de voiture de toutes marques. 

plus d'informations contactez nous",7291657.842978123,Dakar,media/annonces/pics/3ee330d5f03181485a3cea5833e69242.jpg,INCONNU!
https://www.dakarvente.com/annonce-10575-chambre-meuble-louer.html,"Chambre meublée climatisée à louer à liberté 6 extension

2chambres, salon, cuisine, salle de bain, wifi",30000.0,6,media/annonces/pics/dadf6b0582d4ace089af9ac77be24898.jpg,FCFA
https://www.dakarvente.com/annonce-10590-wanter-mercedes-vito-2010.html,*782718278 ou 764823888*,4950000.0,Colobane,media/annonces/pics/60518f0b931442093d63627859825715.jpeg,FCFA
https://www.dakarvente.com/annonce-10592-renault-duster-2018-a-vendre.html,"A vendre une voiture presque neuve 13.000km, année 2018, achetée neuve. Pour cause de départ définitif",9500000.0,Dakar,media/annonces/pics/491d9636b51eb39fb9b1c969bfc31fd0.jpeg,FCFA
https://www.dakarvente.com/annonce-10601-wanter-moteur-chevrolet-sail-2012.html,380.000 fcfa,380000.0,Colobane,media/annonces/pics/81f723d18db9e47fd0429fe753ddb485.jpeg,FCFA
https://www.dakarvente.com/annonce-10602-wanter-citroen-c4-2010.html,2.000.000 fcfa,2000000.0,Biscuiterie,media/annonces/pics/aa2a3dae7a5e3767b8114d84a952f9d8.jpeg,FCFA
https://www.dakarvente.com/annonce-10603-wanter-peugeot-308-7places.html,"2.850.000f

Visible à Mbour",2850000.0,Mbour,media/annonces/pics/da855c36a4661793a3e6fc192844b6fd.jpeg,FCFA
https://www.dakarvente.com/annonce-10656-wanter-ford-escape-2013-eco.html,5 millions 950f,5950000.0,Biscuiterie,media/annonces/pics/e1daf8c1d08fb8a013ecefc49fd0c048.jpeg,FCFA
https://www.dakarvente.com/annonce-10657-wanter-ford-five-hundred.html,2.400.000f,2400000.0,Biscuiterie,media/annonces/pics/34cef456032c9648b93240019c047bcf.jpeg,FCFA
https://www.dakarvente.com/annonce-10686-belle-nissan-qashqai-vendre.html,Nissan qashqai essence manuel année 2008 climatisé,3700000.0,Dakar,media/annonces/pics/14869cd4e01ecc206e957371794b771e.jpg,FCFA
https://www.dakarvente.com/annonce-10690-wanter-ford-escape-2014-venant.html,6.900.000f,6900000.0,Colobane,media/annonces/pics/dd5ef034875ade5562b53347fe60b956.jpeg,FCFA
https://www.dakarvente.com/annonce-10691-wanter-bmw-x5-2009.html,5.000.000 FCFA,5000000.0,Dakar,media/annonces/pics/c3f39ce825d45ae23a63ac2a993132c3.jpeg,FCFA
https://www.dakarvente.com/annonce-10712-wanter-taxi-dacia-sandero.html,*782718278 ou 764823888.*,2600000.0,assainies,media/annonces/pics/3036a6b7fd4fdbdae71df57467a18dc0.jpeg,FCFA
https://www.dakarvente.com/annonce-10718-wanter-citroen-c3-2009.html,"*

*782718278 ou 764823888*",1750000.0,Castors,media/annonces/pics/2cc105ed870d1124b4e2b789a5cef5fd.jpeg,FCFA
https://www.dakarvente.com/annonce-10725-wanter-mazda3-2010.html,2.600.000 frcs,2600000.0,Dakar,media/annonces/pics/7ecfb742be6cc5f378464f9e10cc80f1.jpeg,FCFA
https://www.dakarvente.com/annonce-10727-corolla-verso.html,"conduit par un seul et même homme 

La voiture a été garée dans un garage chaud jusqu'à présent",2000000.0,Saly,media/annonces/pics/4692867227431eeb286f31eaa6dbd95c.jpg,FCFA
https://www.dakarvente.com/annonce-10728-moteur-22-d-4d-avec-1136-chevaux.html,"conduit par un seul et même homme 

La voiture a été garée dans un garage chaud jusqu'à présent",2000000.0,Derklé,media/annonces/pics/41edc86ee7b6af29bba9b4a17f7783eb.jpg,FCFA
https://www.dakarvente.com/annonce-10729-toyota-corolla-verso.html,"conduit par un seul et même homme 

La voiture a été garée dans un garage chaud jusqu'à présent",2000000.0,avion,media/annonces/pics/de69ea62ee86cc4fd4f2eab99bdba364.jpg,FCFA
https://www.dakarvente.com/annonce-10731-2018-bmw-r-1200-gs-adventure.html,"2018 BMW R 1200 GS ADVENTURE

whatsapp... +17068433693",3000000.0,Dakar,media/annonces/pics/0b8ac28338bdbf71fdda8d98ffcd8bd5.jpg,FCFA
https://www.dakarvente.com/annonce-10733-2013-kawasaki-z1000.html,2013 KAWASAKI Z1000 available now .,7291657.842978123,Dakar,media/annonces/pics/12e207fc764a40618ea312f95a2695ae.jpg,INCONNU!
https://www.dakarvente.com/annonce-10734-2016-suzuki-gsxr-1000-whatsapp-17068433693.html,"2016 suzuki gsxr 1000 available now at a moderate rate .

mileage is low and its in perfect condition with no accident or damage.

contact us for more information",7291657.842978123,Dakar,media/annonces/pics/07c7db14286df7377e99c5d8bf4ebfce.jpg,INCONNU!
https://www.dakarvente.com/annonce-10738-citron-c4-nouveau-modle-2012.html,"Citroën c4 nouveau modèle , essence ,manuelle ,  climatisée , 2012 , kilometres 88000",7291657.842978123,Dakar,media/annonces/pics/90a65296a2ededed154df69f5af1918a.jpg,INCONNU!
https://www.dakarvente.com/annonce-10745-voiture.html,Voiture  à vendre prix 5.000.000fcfa contacter le 763677157,5000000.0,Dakar,media/annonces/pics/3779ef9cf4aff226f448269e1c751bd0.jpg,FCFA
https://www.dakarvente.com/annonce-10747-wanter-hyundai-santafe-2008.html,2.950.000f,2950000.0,Dakar,media/annonces/pics/8802c57248f3936cc29b831b78267940.jpeg,FCFA
https://www.dakarvente.com/annonce-10753-407-occasion-trs-bon-prix.html,"145.000 km

Climatisation d'origine correctement fonctionnelle

Signal de recul

Grand écran

Véhicule impeccable intérieur et extérieur.

Moteur propre, aucune panne.



Prix légèrement discutable",2700000.0,Coeur,media/annonces/pics/60ed7bc4c96632eab673a01253478990.jpg,FCFA
https://www.dakarvente.com/annonce-10765-voiture-vendre.html,"essence

Déjà dédouanée",4300000.0,6,media/annonces/pics/8e511904d81ec7ba0750e796e6b2629f.jpg,FCFA
https://www.dakarvente.com/annonce-10801-moto-super-gorilla.html,Je vend un super gorilla,80000.0,Tambacounda,img/nophoto.png,FCFA
https://www.dakarvente.com/annonce-10813-malagutti-f10.html,Sans papier,115000.0,Thiès,media/annonces/pics/8840b9f93a039723d2f3e61a7e35bbf4.png,FCFA
https://www.dakarvente.com/annonce-10828-sym-125cc-venant-avec-cmc.html,"Sym 125cc Venant avec CMC Et assurance 6 mois 

Dans excellent État",400000.0,Rufisque,media/annonces/pics/b848a304ff1327cfbfc779a067ec6629.jpeg,FCFA
https://www.dakarvente.com/annonce-10831-wanter-ford-escape-2011.html,"*

*782718278 ou 764823888*",5350000.0,Biscuiterie,media/annonces/pics/603b54026bd147b70a3a09793316cb32.jpeg,FCFA
https://www.dakarvente.com/annonce-10836-ford-escape-ecoboost-2014.html,Ford Escape ecoboost automatique essence très propre avec caméra recule,7000000.0,Mbao,media/annonces/pics/cd33f33ca216b52358f2ea76360ae830.jpg,FCFA
https://www.dakarvente.com/annonce-10837-ford-escape-ecoboost-2014.html,Ford Escape ecoboost automatique essence très propre avec caméra recule,7000000.0,Mbao,media/annonces/pics/c133c14d984050cc8408613b26de3b96.jpg,FCFA
https://www.dakarvente.com/annonce-10844-location-auto-toyota-pickup-4x4.html,Service de location Toyota  L200 PICKUP double cabines en bon état.,35000.0,Foire,media/annonces/pics/b6eef12e28d39593f5a2837483abf41d.jpg,FCFA
https://www.dakarvente.com/annonce-10846-wanter-peugeot-407-2012.html,2.300.000fcfa,2300000.0,Biscuiterie,media/annonces/pics/a8c80be1d53622b34f9e602e5db711b1.jpeg,FCFA
https://www.dakarvente.com/annonce-10848-location-et-vente-de-voiture.html,"Location et Vente de voiture chez Taif Automobile 

Nous avons plusieurs marques différentes des voitures de luxe très confortable.Pour la location a nous couvrons inversement de Dakar à Diass à de très  bons prix ...",1.0,E,media/annonces/pics/9a65d89066d1cb2a73bb073429fbec81.jpg,FCFA
https://www.dakarvente.com/annonce-10857-voiture-louer.html,48h au minimum,35000.0,6,media/annonces/pics/cb2af9475592721e24c6bd8e23b26247.jpg,FCFA
https://www.dakarvente.com/annonce-10887-wanter-chevrolet-equinox-2012.html,"*

*782718278 ou 764823888*",4850000.0,Colobane,media/annonces/pics/c9bbbc7bf0da046c2ede90fb2a4fa0dc.jpeg,FCFA
https://www.dakarvente.com/annonce-10889-wanter-clio-2014.html,1.800.000 wanterr mou gaw,1800000.0,Biscuiterie,media/annonces/pics/fdc5c7d005b34341da5f5414dad45e26.jpeg,FCFA
